,text,target
818,Travelers Indemnity and the Continental Casualty,brown_university_corpus
819,Que vuelos están disponibles para conectarme al arribar?,airline_corpus
820,I am taking the position that the contract was clearly violated Berger said,brown_university_corpus
821,When is next possible flight available for destination.,airline_corpus
822,The contract called for overhauling of 102 joints,brown_university_corpus
823,what happens if I lose my connection to the other plane?,airline_corpus
824,Wide range in bids,brown_university_corpus
825,I will miss my flight that other connections are available,airline_corpus
826,The bid from Belanger and Sons of Cambridge which listed the same officers as Hughes was per joint,brown_university_corpus
827,Which other alternative connecting flight?,airline_corpus
828,decision to sue for the full amount of the performance bond was questioned by Wagner in the morning press conference,brown_university_corpus
829,Can you help me get a new flight?,airline_corpus
830,We know the full amount until we get a full report Wagner said,brown_university_corpus
831,Can you help me? I'm going to miss my connecting flight and I want to know if there is another option.,airline_corpus
832,Wagner replied you just see the headline City Hooked for,brown_university_corpus
833,"iam going to miss my connecting flight, is there an other option ?",airline_corpus
834,Berger insisted that we know enough to sue for the full amount,brown_university_corpus
835,"I will not be able to catch my arranged flight, please tell me what options do I have?",airline_corpus
836,We want to find out who knew about it Pratt said,brown_university_corpus
837,I need to know another flight option?,airline_corpus
838,The PTC is investigating the whole matter Pratt said,brown_university_corpus
839,How much does it cost to change my flight?,airline_corpus
840,Goodis voiced his objection before City Finance Committee,brown_university_corpus
841,I will be able to book another flight since I will lose mine,airline_corpus
842,Testifies at hearing,brown_university_corpus
843,I COULD SAY IF THERE WILL BE A LOT OF TURBULENCE DURING THE FLIGHT,airline_corpus
844,The new fees are expected to raise an additional in the remainder of 1961 and more a year after that,brown_university_corpus
845,What is the effect of the weather on the trip?,airline_corpus
846,The cost of a license now is with an annual renewal fee of,brown_university_corpus
847,Will the weather affect my flight?,airline_corpus
848,Revenue estimated,brown_university_corpus
849,Pasaremos por zona de tormentas?,airline_corpus
850,The increase also was opposed by Leonard Kaplan spokesman for the Home Builders Association of Philadelphia on behalf of association members who operate apartment houses,brown_university_corpus
851,What are the possibilities of the plain eingdelayed due to the bad weather?,airline_corpus
852,The ordinance would increase fees from for males and for females to a flat a dog,brown_university_corpus
853,I am worried about the weather and its implications on the flight,airline_corpus
854,Knauer said she did not think dog owners should be penalized for the services to animal care,brown_university_corpus
855,Is it dangerous to travel in this climate?,airline_corpus
856,He reported that the contributions for animal care included to the,brown_university_corpus
857,is possible flight with this weather,airline_corpus
858,Backs higher fees,brown_university_corpus
859,"No, I'm not fear of that",airline_corpus
860,The city is not adequately compensated for the services covered by the fees he said,brown_university_corpus
861,Are you sure this flight will not be delayed due to the weather?,airline_corpus
862,Petitions asking for a jail term for Norristown attorney Julian Barnard will be presented to the Montgomery County Court Friday it was disclosed Tuesday by Horace Davenport counsel for the widow of the man killed last 1 by car,brown_university_corpus
863,I would like to know what the weather affects the trip,airline_corpus
864,Barnard who pleaded no defense to manslaughter and charges was fined by Judge Warren Hess and placed on two probation providing he does not drive during that time,brown_university_corpus
865,Can you tell me how is the weather? I'm worried because I'm going to take a flight.,airline_corpus
866,Victim of the accident was Robert Lee Stansbery 39,brown_university_corpus
867,What consequences could the weather have on my flight?,airline_corpus
868,The City Planning Commission on Tuesday approved agreements between two redevelopers and the Redevelopment Authority for the purchase of land in the Eastwick Redevelopment Area project,brown_university_corpus
869,Is there any change due to bad weather on my flight?,airline_corpus
870,One of the agreements calls for the New Eastwick to purchase a 1311 acre tract for,brown_university_corpus
871,Is the weather going to affect the flight,airline_corpus
872,Four parks planned,brown_university_corpus
873,Is it safe to fly in bad weather?,airline_corpus
874,The corporation was formed by the Reynolds Metal and the Samuel and Henry Berger firm a Philadelphia builder for work in the project,brown_university_corpus
875,Who do I contact about lost Luggage?,airline_corpus
876,Would bar vehicles,brown_university_corpus
877,Where can I find my bag?,airline_corpus
878,The plan calls for dividing the project into 16 sectors which would be barred to vehicular traffic,brown_university_corpus
879,there will be some way to get my bag,airline_corpus
880,The esplanade eliminates Grovers which on original plans ran through the center of the development,brown_university_corpus
881,Where can I report a lost bag?,airline_corpus
882,Kansas City 9 UPI,brown_university_corpus
883,"Please, I lost my purse, could you tell me where I can get help?",airline_corpus
884,Battalion Chief Stanton Gladden 42 the central figure in a representation dispute between the fire fighters association and the teamsters union suffered multiple fractures of both ankles,brown_university_corpus
885,My bag is missing and i have very important documents in it.,airline_corpus
886,Ignition sets off blast,brown_university_corpus
887,hi could you please tell me again the information that i did not understand,airline_corpus
889,How may I find my lost bag?,airline_corpus
890,The younger boy said the blast knocked him out of bed and against the wall,brown_university_corpus
891,What happened with my bag?,airline_corpus
892,The explosion sent the hood of the car flying over the roof of the house,brown_university_corpus
893,where the lost objects department is located,airline_corpus
894,Police laboratory technicians said the explosive device containing either TNT or nitroglycerine was apparently placed under the left front wheel,brown_university_corpus
895,Please help me my bag was lost.,airline_corpus
896,Gladden had been the target of threatening telephone calls in recent months and reportedly received one last night,brown_university_corpus
897,I need you to please respond for my bag,airline_corpus
898,Led fight on teamsters,brown_university_corpus
899,Can I get a refund for it?,airline_corpus
900,The fire fighters association here offered a reward for information leading to the arrest of the person or persons responsible for the bombing,brown_university_corpus
901,I need to travel urgently in the next,airline_corpus
902,The association said it would post 24 hour guards at home and at those of James Mining and Eugene Shiflett,brown_university_corpus
903,When is your next available flight?,airline_corpus
904,Both have been active in the association,brown_university_corpus
905,I missed my flight and got to reach my destination.,airline_corpus
906,Turkish political leaders bowed today to military pressure and agreed to form an emergency national front government with Cemal Gursel as president,brown_university_corpus
907,Help pick your next flight,airline_corpus
908,the military junta which has ruled Turkey since the overthrow of Premier Adnan Menderes 17 months ago the army general staff led by Cedvet Sunay had set a deadline for the parties to join in a national coalition government,brown_university_corpus
909,ı need an important job to do have you got any other,airline_corpus
910,Gursel has headed the military junta the last 17 months,brown_university_corpus
911,What is the most immediate flight?,airline_corpus
912,Party leaders came out of the final meeting apparently satisfied and stated that complete agreement had been reached on a solution to the crisis created by the elections which left no party with enough strength to form a government on its own,brown_university_corpus
913,I could have booked another flight,airline_corpus
914,Ierulli will replace Desmond Connall who has been called to active military service but is expected back on the job by March 31,brown_university_corpus
915,can you help me get a new flight ?,airline_corpus
916,He is a graduate of Portland University and the Northwestern College of Law,brown_university_corpus
917,"my flight was canceled as I get on another flight flightflīt Definitions of flight noun the action or process of flying through the air. an eagle in flight synonyms: aviation, flying, air transport, aerial navigation, aeronautics a group of creatures or objects flying together, in particular. We briefed for a two-ship formation flight in one of the local military operating areas. verb shoot (wildfowl) in flight. duck and geese flighting 5 more definitions See also Flight, flight attendant, flight mode, flight number, direct flight, flight deck, flight schedule, return flight, flight ticket, space flight, flight crew Translations of flight noun рейс flight, voyage, cruise, trip, run, journey полет flight, fly, voyage, run, hop, passing перелет flight, hop, migration, passage, voyage, over бегство escape, flight, getaway, stampede, evasion, bolt побег escape, shoot, runaway, flight, sprout, getaway стая flock, pack, flight, school, swarm, bevy отступление retreat, deviation, departure, digression, fallback, flight порыв impulse, gust, fit, burst, puff, flight лестничный марш flight of stairs, stairway, flight залп volley, salvo, discharge, round, flight подъем rise, lifting, lift, climb, ascent, flight adjective полетный flight 15 more translations",airline_corpus
918,Helping foreign countries to build a sound political structure is more important than aiding them economically Martin assistant secretary of state for economic affairs told members of the World Affairs Council Monday night,brown_university_corpus
919,hi could you please tell me again the information that i did not understand,airline_corpus
920,He told some 350 persons that the United challenge was to help countries build their own societies their own ways following their own paths,brown_university_corpus
921,What is the reason of my flight being cancelled?,airline_corpus
922,Patience needed,brown_university_corpus
923,for when is there another flight available ??,airline_corpus
924,He cited East Germany where after 15 years of Soviet rule it has become necessary to build a wall to keep the people in and added so long as people rebel we must not give up,brown_university_corpus
925,When will be the closest trip,airline_corpus
926,The countries are trying to build in a decade the kind of society we took a century to build he said,brown_university_corpus
927,my flight was cancelled and i ask about the available ones,airline_corpus
928,Individual help best,brown_university_corpus
929,I need another urgent return,airline_corpus
930,Economically Martin said the United States could best help foreign countries by helping them help themselves,brown_university_corpus
931,I won't travel in your airlines another tme.,airline_corpus
932,The United States must plan to absorb the exported goods of the country at what he termed a social cost,brown_university_corpus
933,THEY TREAT VERY EVIL TO PEOPLE AND ARE RETARDED NOT TO REPEAT THIS SERVCIO,airline_corpus
934,The Portland school board was asked Monday to take a positive stand towards developing and coordinating with civil defense more plans for the schools in event of attack,brown_university_corpus
935,I will book on another air line,airline_corpus
936,The board members after hearing the coordination plea from Ralph Molvar 1409 SW Maplecrest said they thought they had already been cooperating,brown_university_corpus
937,I'm done with your airlines!,airline_corpus
938,Melvin Barnes superintendent said he thought the schools were waiting for some leadership perhaps on the national level to make sure that whatever steps of planning they took would be more fruitful and that he had found that other school districts were not as far along in their planning as this district,brown_university_corpus
939,"No volveré a viajar con uds, cual es la causa de tanto retraso?",airline_corpus
940,Nobody really expects to evacuate,brown_university_corpus
941,I am thinking about not using this airline again.,airline_corpus
942,Molvar who kept reiterating her request that they please take a stand said We must have faith in somebody on the local level and it be possible for everyone to rush to a school to get their children,brown_university_corpus
943,Does the airline have the same problems?,airline_corpus
944,Molvar asked again that the board join in taking a stand in keeping with Jack program,brown_university_corpus
945,why this is happening,airline_corpus
946,It was generally agreed that the subject was important and the board should be informed on what was done is going to be done and what it thought should be done,brown_university_corpus
947,"i dont what to fly this airfly, what happened? if i change my chair?",airline_corpus
948,The statewide meeting of war mothers Tuesday in Salem will hear a greeting from Mark Hatfield,brown_university_corpus
949,Did a flight attendant offend you?,airline_corpus
950,His schedule calls for a noon speech Monday in Eugene at the Emerald Empire Kiwanis Club,brown_university_corpus
951,what can i do it's so bad airline and it's last time !,airline_corpus
952,On Friday he will go to Portland for the swearing in of Dean Bryson as Multnomah County Circuit Judge,brown_university_corpus
953,Are taxis available to book right now?,airline_corpus
954,Beaverton School District 48 board members examined blueprints and specifications for two proposed junior high schools at a Monday night workshop session,brown_university_corpus
955,i will stop using this airline,airline_corpus
956,Last week the board by a 4 to 3 vote decided to ask voters whether they prefer the junior high school system or the system,brown_university_corpus
957,I have committed something wrong so I can not travel to this place,airline_corpus
958,Secretary of Labor Arthur Goldberg will speak Sunday night at the Masonic Temple at a dinner honoring Wayne Morse Aj,brown_university_corpus
959,the storage of luggage lasts a lot,airline_corpus
960,Secretary Goldberg and Morse will hold a joint press conference at the Roosevelt Hotel at Sunday Blaine Whipple executive secretary of the Democratic Party of Oregon reported Tuesday,brown_university_corpus
961,Want you to know I will never use this airline again,airline_corpus
962,Oak Grove special,brown_university_corpus
963,Is it possible to change my flight for another? Same destination but different time?,airline_corpus
964,The election will be 4 from 8 to 8,brown_university_corpus
965,Would you mind helping me to change the date of my booked flight,airline_corpus
966,Incumbent Richard Salter seeks and is opposed by Donald Huffman for the term,brown_university_corpus
967,there are flights for this date?,airline_corpus
968,Five candidates seek the place vacated by Secretary Hugh Stout,brown_university_corpus
969,Can I change the time of my trip?,airline_corpus
970,A stronger stand on their beliefs and a firmer grasp on their future were taken Friday by delegates to the 29th general council of the Assemblies of God in session at the Memorial Coliseum,brown_university_corpus
971,"I've tried to change it on the internet, why isn't it possible?",airline_corpus
972,The changes unanimously adopted were felt necessary in the face of modern trends away from the Bible,brown_university_corpus
973,I need availability for a day other than the one already booked,airline_corpus
974,At the adoption the Zimmerman general superintendent commented The Assemblies of God has been a bulwark for fundamentalism in these modern days and has without compromise stood for the great truths of the Bible for which men in the past have been willing to give their lives,brown_university_corpus
975,could I change my ticket,airline_corpus
976,Many changes involved minor editing and clarification,brown_university_corpus
977,my date is wrong can you fix it ?,airline_corpus
978,The first of 16 beliefs of the denomination now reads,brown_university_corpus
979,"tell me please, I booked the flight on the wrong day, how can I fix it?",airline_corpus
980,The third belief in six points emphasizes the Diety of the Lord Jesus Christ and,brown_university_corpus
981,what possibilities did it open to change the day of my flight,airline_corpus
982,the sinless life of Christ,brown_university_corpus
983,can i change the date ?,airline_corpus
984,His substitutionary work on the cross,brown_university_corpus
985,Can i change my ticket?,airline_corpus
986,and His exaltation to the right hand of God,brown_university_corpus
987,How much money do I need to pay for changing the date on the ticket?,airline_corpus
988,Friday afternoon the Zimmerman was reelected for his second consecutive term as general superintendent of Assemblies of God,brown_university_corpus
989,"Somehow I have made an error on my booking day, I want to change it, can you help me?",airline_corpus
990,Election came on the nominating ballot,brown_university_corpus
991,I need to check availability for another day,airline_corpus
992,In his opening address Wednesday the Zimmerman urged the delegates to consider a expansion program with Breakthrough the theme for the first two years,brown_university_corpus
993,i would like to chaing the booked flight for the wrong day,airline_corpus
994,Surveys show that one out of three Americans has vital contact with the church,brown_university_corpus
995,"I have not received the services offered by the airline, I will report the case before the police and I will demand my money back",airline_corpus
996,Church loses pace,brown_university_corpus
997,I should be entitled to some money,airline_corpus
998,In 35 years we have opened churches the Brandt said adding that the denomination had a national goal of one church for every persons,brown_university_corpus
1000,800 in Southern New England we have 60,brown_university_corpus
1001,"My flight was heavy, I want my money.",airline_corpus
1002,To step up the program the Brandt suggested the vision of new Assemblies of God churches in the next 10 years,brown_university_corpus
1003,hi could you please tell me again the information that i did not understand,airline_corpus
1004,church meets change,brown_university_corpus
1005,We had a bad flight and you have to pay us some money back,airline_corpus
1006,A capsule view of proposed plans includes,brown_university_corpus
1007,hi could you please tell me again the information that i did not understand,airline_corpus
1008,Engaging mature experienced men to pioneer or open new churches in strategic population centers,brown_university_corpus
1009,my flight is delay for weather i want my money back,airline_corpus
1010,Arranging for ministerial graduates to spend from months as apprentices in churches,brown_university_corpus
1011,i want to money back please help me? can you help ?,airline_corpus
1012,Denials were of motions of dismissal continuance mistrial separate trial acquittal striking of testimony and directed verdict,brown_university_corpus
1013,Can you help me get a new flight?,airline_corpus
1014,Attorney Dwight Schwab in behalf of defendant Philip Weinstein argued there is no evidence linking Weinstein to the conspiracy but Judge Powell declared this is a matter for the jury to decide,brown_university_corpus
1015,"I need some of my money back, this flight was bad.",airline_corpus
1016,Schwab also declared there is no proof of entering a conspiracy to use the mails to defraud to which federal prosecutor Lawrence Burbank replied,brown_university_corpus
1017,i want ti get my money back because it was a bad flight,airline_corpus
1018,In the afternoon defense attorneys began the presentation of their cases with opening statements some of which had been deferred until after the government had called witnesses and presented its case,brown_university_corpus
1019,"Due to my bad flight my sickness get worse and so I now have to go to a doctor. Your company has to visit my doctor. So, I need my money back to cover my expenses that are caused by your company.",airline_corpus
1020,The Orioles tonight retained the distinction of being the only winless team among the eighteen clubs as they dropped their sixth straight spring exhibition decision this one to the Kansas City Athletics by a score of 5 to 3,brown_university_corpus
1021,paid for a good flight and was poor attention,airline_corpus
1022,Siebern hits homer,brown_university_corpus
1023,Until when I can submit complaint?,airline_corpus
1024,Then Dick Hyde hurler entered the contest and only five batters needed to face him before there existed a deadlock,brown_university_corpus
1025,real mente tuve un mal vuelo necesito dinero,airline_corpus
1026,House throws wild,brown_university_corpus
1027,Is there a seat on next flight?,airline_corpus
1028,Catcher Frank throw in an effort to nab Throneberry was wide and in the dirt,brown_university_corpus
1029,I want to book in the nearest available flight because I missed my trip,airline_corpus
1030,Rookie southpaw George Stepanovich relieved Hyde at the start of the ninth and gave up the fifth tally on a walk to second baseman Dick Howser a wild pitch and Frank single under Shortstop Jerry glove into center,brown_university_corpus
1031,As soon as the next flight?,airline_corpus
1032,Three were doubles Brooks Robinson getting a pair and Marv Breeding one,brown_university_corpus
1033,When is the next flight?,airline_corpus
1034,Bill Kunkel Bob Hartman and Ed Keegan did the mound chores for the club down from West Palm Beach to play the game before 767 paying customers in Miami Stadium,brown_university_corpus
1035,I need a flight ASAP because i missed a very important one.,airline_corpus
1036,Hartman purchased by the from the Milwaukee Braves last fall allowed no hits in his scoreless appearance and merited the triumph,brown_university_corpus
1037,How much does a last minute flight cost on any airline?,airline_corpus
1038,Robinson doubles again,brown_university_corpus
1039,I would like to sallir on the first flight because I lost mine,airline_corpus
1040,Whitey Herzog performing in right as the Orioles fielded possibly their strongest team of the spring worked Keegan for a base on balls,brown_university_corpus
1041,is there another flight today?,airline_corpus
1042,Pete Ward was sent in for House and after failing in a bunt attempt popped to Howser on the grass back of short,brown_university_corpus
1043,What is the first available flight schedule ?,airline_corpus
1044,The Orioles got a run in the first inning when Breeding along with Robinson the two Birds who got a pair of hits doubled to right center moved to third on Russ single to right and crossed on wild pitch into the dirt in front of the plate,brown_university_corpus
1045,I really need to book another flight!,airline_corpus
1046,Jackie Brandt singled deep into the hole at short to start the rally,brown_university_corpus
1047,hi could you please tell me again the information that i did not understand,airline_corpus
1048,Jim Gentile bounced a hard shot off glove and beat it out for a single and when Lumpe grabbed the ball and threw it over first baseman head Brandt took third and Gentile second on the error,brown_university_corpus
1049,"Please, I need a flight now, because I lost mine !!",airline_corpus
1050,When Robinson tried to stretch his blow into a triple he was cut down in a close play at third Tuttle to Andy Carey,brown_university_corpus
1051,please two tickets to the first flight to spain,airline_corpus
1052,Lumpe worked a walk as the first batter to face Hyde and romped around as Siebern blasted next toss 415 feet over the scoreboard in right center,brown_university_corpus
1053,I would be very relief if you can find a new flght.,airline_corpus
1054,Carey singled on a ball to short which Robinson cut across to field and threw wide to first,brown_university_corpus
1055,Really need a flight as soon as possible,airline_corpus
1056,Then Throneberry rapped into a fast double play,brown_university_corpus
1057,i want to book  a ticket,airline_corpus
1058,If the Orioles are to break their losing streak within the next two days it will have to be at the expense of the American League champion New York Yankees who come in here tomorrow for a night game and a single test Sunday afternoon,brown_university_corpus
1059,Can I get my ticket replaced with another booking?,airline_corpus
1060,The flavor of Florida Grapefruit League news ripened considerably late today when the Orioles were advised that Ron Hansen has fulfilled his obligations under the military training program and is ready for belated spring training,brown_university_corpus
1061,I whant to change my flight. Is this a problem?,airline_corpus
1062,freshman average completes the spring squad at 49 players,brown_university_corpus
1063,I need to change my itinerary.,airline_corpus
1064,15 pounds lighter,brown_university_corpus
1065,How do I change flights?,airline_corpus
1066,He hopes to melt off an additional eight pounds before the Flock breaks camp three weeks hence,brown_university_corpus
1067,can you put me on another flight,airline_corpus
1068,I feel good physically Hansen added but I think move better carrying a little less weight than carrying now,brown_university_corpus
1069,Tell me the available dates,airline_corpus
1070,The rangy Albany native a surprise slugging sensation for the Flock last year as well as a defensive whiz set improved fielding as his 1961 goal,brown_university_corpus
1071,"I'm stuck in heavy traffic, can I change my flight?",airline_corpus
1072,Hansen will engage in his first workout at Miami Stadium prior to the opening tomorrow night of a weekend series with the New York Yankees,brown_university_corpus
1073,How can I change my flight?,airline_corpus
1074,Duren Sheldon on hill,brown_university_corpus
1075,My plans have changed and I need the next flight.,airline_corpus
1076,Milt Pappas and Jerry Walker 22 are scheduled to share the Oriole mound chores against the Art Ditmar in 2 encounter,brown_university_corpus
1077,"Podria ud cambiar mi vuelo, no tengo enlace en este",airline_corpus
1078,The famed Yankee Clipper now retired has been assisting as a batting coach,brown_university_corpus
1079,How can i do to change my flight?,airline_corpus
1080,Pitcher Steve Barber joined the club one week ago after completing his hitch under the accelerated wintertime military course also at Fort Knox,brown_university_corpus
1081,May I change my flight?,airline_corpus
1082,bulky contingent now gradually will be reduced as Manager Paul Richards and his coaches seek to trim it down to a more streamlined and workable unit,brown_university_corpus
1083,How can i change my flight?,airline_corpus
1084,It was the first of two doubles by Robinson who was in a mood to celebrate,brown_university_corpus
1085,I would like to change my reservation,airline_corpus
1086,Unfortunately teammates were not in such festive mood as the Orioles expired before the pitching of three Kansas City rookie hurlers,brown_university_corpus
1087,hi could you please tell me again the information that i did not understand,airline_corpus
1088,Iglehart chairman of the Oriole board of directors and Public Relations Director Jack Dunn,brown_university_corpus
1089,I could change my flight,airline_corpus
1090,Clint Courtney now catching for the is all for the American 1961 expansion to the West Coast,brown_university_corpus
1091,Help me to change my flight,airline_corpus
1092,Then really have someplace to go,brown_university_corpus
1093,i need change my flight by another,airline_corpus
1094,Gaining her second straight victory Norman Small Garden Fresh a filly downed promising colts in the Day Purse featured seventh race here today and paid straight,brown_university_corpus
1095,Which departures times are available?,airline_corpus
1096,attend races,brown_university_corpus
1097,is it in the night or in the morning,airline_corpus
1098,A bright sun and brisk wind had the track in a fast condition for the first time this week and Patty Day celebrants bet on the program,brown_university_corpus
1099,"I need to stay a couple more days her, can you change my flight?",airline_corpus
1100,Culmone gets first win,brown_university_corpus
1101,I need to change my flight,airline_corpus
1102,She was moving up to the allowance department after winning a claiming event,brown_university_corpus
1103,Can you help me get a new flight?,airline_corpus
1104,George Kerr the Jamaican set a meet record in the run in the Knights of Columbus track meet tonight beating Dave Mills in a hot duel in,brown_university_corpus
1105,I needed to change the trip for necessity,airline_corpus
1106,Both were under the meet mark of set in 1950 by Mal Whitfield,brown_university_corpus
1107,Can you change my flight?,airline_corpus
1108,Then Kerr a graduate student from Illinois moved past him on a straightaway and held off challenge on the final turn,brown_university_corpus
1109,can i change my flight?,airline_corpus
1111,I want to change my flight to Monday,airline_corpus
1112,She snapped five tenths of a second off the mark set by Helen Shipley of Wellsley College in the National meet in Columbus Ohio,brown_university_corpus
1113,Where do I go to make the change of flight?,airline_corpus
1114,Bobby Waters of Sylvania relief quarterback for the San Francisco 49ers of the National Football League will undergo a knee operation tomorrow at Franklin Hospital here,brown_university_corpus
1115,I need to change my flight,airline_corpus
1116,While working out in Sylvania a swelling developed in the knee and he came here to consult the team physician,brown_university_corpus
1117,How can I change my flight,airline_corpus
1118,Two errors by New York Yankee shortstop Tony Kubek in the eleventh inning donated four unearned runs and a victory to the Chicago White Sox today,brown_university_corpus
1119,How much money does it cost to change my flight?,airline_corpus
1120,A Texas halfback who even know the plays Eldon Moritz ranks fourth in Southwest Conference scoring after three games,brown_university_corpus
1121,can i please hange my  flight ?,airline_corpus
1122,Although he never gets to play while the clock is running he gets a big kick several every Saturday in fact out of football,brown_university_corpus
1123,Do you have a direct flight to place Im going?,airline_corpus
1124,because he already has kicked 14 extra points in 15 tries,brown_university_corpus
1125,How many flights are there to this destination thanks,airline_corpus
1126,Moritz is listed on the Longhorn roster as a right halfback the position at which he lettered on the 1956 team,brown_university_corpus
1127,Are there direct flights to my destination?,airline_corpus
1128,A senior from Stamford Moritz practices nothing but,brown_university_corpus
1129,"I need a direct flight to my location, do you offer any?",airline_corpus
1130,This year coach Royal told me if work on my he thought he could use me said Moritz,brown_university_corpus
1131,"Sorry, I would like to know if there's a line my way",airline_corpus
1132,Moritz was bothered during the first two games this year by a pulled muscle in the thigh of his right kicking leg and as a result several of his successful conversions have gone barely far enough,brown_university_corpus
1133,Where can I ask if there are direct flights?,airline_corpus
1134,He kicked several while playing at Stamford High School including one that beat Anson in a 1953 district game,brown_university_corpus
1135,There's available any flight to New York this saturday?,airline_corpus
1136,I never did miss one in a playoff game I kicked about 20 in the five playoff games my last two years,brown_university_corpus
1137,hi could you please tell me again the information that i did not understand,airline_corpus
1138,He missed the 1955 season because of an operation on the ailing knee then played 77 minutes in 1956,brown_university_corpus
1139,Is there  any direct flights to my location,airline_corpus
1140,He went into the Army in March 1957 and returned two years later,brown_university_corpus
1141,can u change my flight to it,airline_corpus
1142,Place kicking is largely a matter of timing Moritz declared,brown_university_corpus
1143,there are direct flights to my location,airline_corpus
1144,tried to teach some of the other boys to kick and some of them seem to get the feel,brown_university_corpus
1145,How long does London's direct flight take?,airline_corpus
1146,kind of like golf if you swing a club very often your timing gets off,brown_university_corpus
1147,I want to know if there are any direct flights to my location.,airline_corpus
1148,If you kick too much your leg gets kinda dead he explained,brown_university_corpus
1149,I do not want to scale and I need the direct flight,airline_corpus
1150,In their first three games the Longhorns have had the ball 41 times and scored 16 times or 40 per cent,brown_university_corpus
1151,When will be  the direct flight to my location?,airline_corpus
1152,Tailback James Saxton already has surpassed his rushing total for his brilliant sophomore season when he netted 271 yards on 55 carries,brown_university_corpus
1153,How much weight can I have in my bags?,airline_corpus
1154,Saxton has made only one appearance this season and that was in the Washington State game for four plays he returned the kickoff 30 yards gained five yards through the line and then uncorked a touchdown run before retiring to the bench,brown_university_corpus
1155,What is the maximum weight for hand luggage?,airline_corpus
1156,Last week when Royal was informed that three Longhorns were among the top four in rushing he said That last long,brown_university_corpus
1157,What is the allowable baggage weight allowance for the trip?,airline_corpus
1158,Monday he had four Longhorns in the top four,brown_university_corpus
1159,How much is the maximum that each suitcase should weigh?,airline_corpus
1160,The Mustangs play this week,brown_university_corpus
1161,Do you have any information about weight?,airline_corpus
1162,I think the big thing about the game was that our kids for the third straight week stayed in there pitching and kept the pressure on,brown_university_corpus
1163,Is there any extra cost for my bag?,airline_corpus
1164,Assistant coach John Cudmore described victory as a good feeling I think on the part of the coaches and the players,brown_university_corpus
1165,I could know the maximum weight of the suitcases,airline_corpus
1166,Meek expressed particular gratification at the defensive performances of end Happy Nelson and halfback Billy Gannon,brown_university_corpus
1167,hi could you please tell me again the information that i did not understand,airline_corpus
1168,Nelson played magnificent football Meek praised,brown_university_corpus
1169,"I have bags, what's max weight for them?",airline_corpus
1170,And he caused the fumble that set up our touchdown,brown_university_corpus
1171,and how much parts also,airline_corpus
1172,Gannon contributed saving plays on the aerial thrusts in the late stages,brown_university_corpus
1173,what is the maximum weight?,airline_corpus
1174,As soon as it started to form Gannon spotted it Meek said,brown_university_corpus
1175,I need to know the maximum weight of my suitcase,airline_corpus
1176,He really crucified him he nailed it for a yard loss,brown_university_corpus
1177,What is the maximum weight for the examination bag,airline_corpus
1178,He just lay back there and waited for it Meek said,brown_university_corpus
1179,"I think I'm overweight in my bags, please tell me how much weight is the most",airline_corpus
1180,Except for sophomore center Mike Kelsey and fullback Mike Rice Meek expects the squad to be physically sound for Rice,brown_university_corpus
1181,How much weight am I allowed?,airline_corpus
1182,be out of action all this week,brown_university_corpus
1183,can help me by indicating the maximum weight of a registered suitcase!,airline_corpus
1184,There is definitely some ligament damage in his knee,brown_university_corpus
1185,What is the maximum weight for luggage?,airline_corpus
1186,looking a lot better and able to run Meek explained,brown_university_corpus
1187,Can I use a wheelchair when I land?,airline_corpus
1188,The game players saw the Air Force film Monday ran for 30 minutes then went in while the reserves scrimmaged for 45 minutes,brown_university_corpus
1189,I need to get around with a wheelchair at the landing.,airline_corpus
1190,work out about an hour on Saturday then work Monday and Tuesday of next week then taper off,brown_university_corpus
1191,"I can't get out on my own, I would like a wheelchair please?",airline_corpus
1192,Huddle hearsay,brown_university_corpus
1193,You can upon landing to provide me with the wheelchair?,airline_corpus
1194,End Gene Raesz who broke a hand in the game with LSU was back working out with Rice Monday and John Nichols sophomore guard moved back into action after a idleness with an ankle injury,brown_university_corpus
1195,How can I ask for a wheelchair?,airline_corpus
1196,Halfback Bud Priddy slowed for almost a month by a sprained ankle joined workout Monday,brown_university_corpus
1197,I need assistance when I get off the flight.,airline_corpus
1198,The Texans have two more road games at Buffalo and Houston before they play for the home folks again and it looks as if coach Hank men will meet the Bills just as they are developing into the kind of team they were expected to be in reckonings,brown_university_corpus
1199,hi could you please tell me again the information that i did not understand,airline_corpus
1200,Rabb the former Louisiana State field general came off the bench for his debut with the Bills Sunday and directed his new team to a upset victory over the Houston Oilers defending league champions,brown_university_corpus
1201,"I need a wheelchair, how can I request it?",airline_corpus
1202,Exclaimed Stram,brown_university_corpus
1203,Where can I request a wheelchair?,airline_corpus
1204,Ramsey has a thing or two to mutter about himself for the Dallas defensive unit turned in another splendid effort against Denver and the Texans were able to whip the dangerous Broncs without the fullbacking of a top star Jack Spikes though he did the while nursing a knee injury,brown_university_corpus
1205,I need a wheelchair when I go down,airline_corpus
1206,In fact our whole defensive unit did a good job,brown_university_corpus
1207,Please need a wheelchair when landing,airline_corpus
1208,We always like to keep the ball as much as we can against Denver because they have such an explosive attack explained Stram,brown_university_corpus
1209,"my wife is a bit dizzy by the flight, please get a wheelchair on the way down",airline_corpus
1210,The Broncs did hit two quick strikes in the final period against the Texans but Dallas had enough of a lead to hold them off,brown_university_corpus
1211,I will need a wheelchair upon landing.,airline_corpus
